Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoFK,ShoPK,PKatt,PasTotAtt,PasTotCmp%,PasShoAtt,PasShoCmp%,PasMedAtt,PasMedCmp%,PasLonAtt,PasLonCmp%,Assists,PPA,CrsPA,PasProg,PasAtt,PasCrs,TI,CK,PasCmp,SCA,GCA,Tkl,TklWon,TklDri%,TklDriPast,BlkSh,Int,Clr,Touches,ToAtt,ToSuc,ToSuc%,ToTkl,Carries,CarProg,Car3rd,Rec,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,Recov,AerWon,AerLost,AerWon%
Ivan Alejo,ESP,MFFW,C�diz,La Liga,28,1995,16,729,0,1.48,0.25,16.7,0,0,0,0,23.8,56,11.4,73.9,5.56,53.3,3.21,30.8,0.12,1.23,1.11,0.62,23.8,6.17,0.86,0,13.3,2.72,0.12,2.96,1.98,50,1.73,0.12,0.25,0.86,38.1,2.47,0.37,15,1.6,21.9,2.96,2.1,24.3,1.11,0.12,3.33,2.72,0.12,6.17,1.98,0,0.12,4.57,1.73,1.23,58.3
Dogan Alemdar,TUR,GK,Rennes,Ligue 1,20,2002,3,225,0,0,0,0,0,0,0,0,28.8,68.1,4,100,9.2,100,15.2,42.1,0,0,0,0,28.8,0,0,0,19.6,0,0,0,0,0,0,0,0,0.4,31.6,0,0,0,0,19.2,0,0,14.4,0,0,0,0,0,0,0,0,0,1.6,0.8,0,100
Carles Alena,ESP,MF,Getafe,La Liga,25,1998,19,1455,2,1.3,0.49,38.1,0.1,0,0,0,36.6,77.2,16,85.8,12.2,80.3,4.94,61.3,0.12,0.8,0.19,4.01,36.6,1.42,0.12,0,28.3,1.67,0.19,0.93,0.62,16,1.3,0.06,0.25,0.86,45.6,1.6,0.86,53.8,0.49,27.2,0.99,0.99,33.6,0.49,0,2.41,2.28,0.12,1.42,0.62,0,0,4.81,0.56,1.3,30
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,20,1441,1,1.31,0.19,14.3,0.05,0.19,0,0,88.9,73.1,34.2,89,31.1,76.5,20.6,48.2,0.06,3.06,1.06,7.25,88.9,8.56,11.6,3.31,64.9,4,0.31,1.44,1.06,53.3,0.88,0.25,1.38,1.13,97.5,0.69,0.44,63.6,0.19,52.4,1.5,1.06,61.1,0.19,0,0.5,0.19,0.19,8.56,1.06,0,0,7.56,0.69,0.44,61.1
Alejandro Alfaro,ESP,MF,Elche,La Liga,20,2002,1,15,0,0,0,0,0,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,10,5,0,0,5,5,0,5,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Angel Algobia,ESP,MF,Getafe,La Liga,23,1999,14,747,0,0.36,0,0,0,0,0,0,44.5,82.4,18.9,85.4,17.1,89.4,6.02,68,0,0.36,0.36,2.89,44.5,0.84,0,0,36.6,1.2,0.12,1.93,0.84,66.7,0.72,0.36,0.36,0.72,52.4,0.24,0.12,50,0.12,27.8,0.96,0.24,34.1,0.24,0,2.29,0.84,0,0.84,0.84,0,0,5.18,0.72,1.69,30
Mohamed Ali Cho,FRA,FW,Real Sociedad,La Liga,19,2004,8,317,0,3.14,1.43,45.5,0,0,0,0,20.9,63,10,88.6,6.57,43.5,2.29,25,0.57,1.43,0.86,1.14,20.9,4.29,0,0,13.1,3.14,0.57,1.43,0.86,0,0.57,0,0.57,0.57,39.7,6.29,2.29,36.4,2.86,27.7,4.86,1.43,27.1,0.29,0,1.43,2,0.57,4.29,0.86,0.29,0,5.14,0.29,2.29,11.1
Faride Alidou,GER,DFMF,Eint Frankfurt,Bundesliga,21,2001,9,123,0,1.43,0,0,0,0,0,0,40.7,75.4,16.4,95.7,18.6,69.2,3.57,40,0,3.57,0.71,7.14,40.7,1.43,6.43,0,30.7,3.57,0,5,2.86,50,2.14,0,0.71,0,56.4,5,1.43,28.6,3.57,24.3,2.86,1.43,27.1,0,0,5,0.71,1.43,1.43,2.86,0,0,7.14,0.71,5,12.5
Alisson,BRA,GK,Liverpool,Premier League,30,1992,20,1800,0,0,0,0,0,0,0,0,37.1,85.7,7.8,100,16.6,97.9,12.4,61.3,0.05,0,0,0.05,37.1,0,0,0,31.8,0.1,0.05,0,0,0,0,0,0,0.6,39.5,0,0,0,0,24.6,0,0,21.6,0,0,0.05,0.05,0,0,0,0,0,1.85,0.2,0.05,80
Jim Allevinah,GAB,DFFW,Clermont Foot,Ligue 1,27,1995,21,1220,1,1.4,0.29,21.1,0.05,0,0,0,31.2,77.8,17,86.6,9.63,77.1,1.99,44.4,0,0.37,0.22,1.99,31.2,2.57,0.81,0,24.3,1.91,0.07,1.91,1.1,35.9,1.84,0.07,0.66,0.66,43.8,4.04,1.69,41.8,1.91,33.5,3.38,2.28,30.5,0.15,0,1.03,2.21,0.07,2.57,1.1,0,0,5.81,0.29,0.66,30.8
Dele Alli,ENG,MF,Everton,Premier League,26,1996,2,40,0,0,0,0,0,0,0,0,37.5,80,20,75,12.5,80,0,0,0,0,0,2.5,37.5,0,0,0,30,0,0,0,0,0,0,0,0,0,50,2.5,0,0,2.5,27.5,0,0,35,0,0,0,2.5,0,0,0,0,0,5,2.5,5,33.3
Domingos Andre Ribeiro Almeida,POR,MF,Valencia,La Liga,22,2000,18,1255,2,0.79,0.36,45.5,0.18,0.14,0,0,49.2,81.6,23.5,91.1,16.6,83.5,6.4,52.8,0.22,1.44,0.43,7.34,49.2,3.24,0.58,1.15,40.1,3.45,0.29,2.52,1.73,60.9,0.65,0,0.72,0.58,59,2.73,1.15,42.1,1.15,38.3,3.17,2.66,40.9,0.14,0,1.15,1.51,0,3.24,1.73,0,0,5.68,0.65,1.15,36
Miguel Almiron,PAR,FW,Newcastle Utd,Premier League,29,1994,22,1816,10,2.33,0.74,31.9,0.21,0,0,0,35.5,82.5,20.1,90.4,10.5,82.1,1.63,69.7,0.05,1.14,0.1,4.8,35.5,0.94,0.69,0.45,29.3,3.07,0.45,1.78,1.19,60,0.5,0.1,0.35,0.45,47.3,2.92,1.09,37.3,1.39,29.9,2.82,1.44,33.1,0.05,0,0.69,1.29,0.4,0.94,1.19,0,0,5.1,0.2,0.45,30.8
Marcos Alonso,ESP,DF,Barcelona,La Liga,32,1990,12,620,1,0.43,0.14,33.3,0.33,0,0,0,80.7,91.2,29.7,93.7,40.3,94.6,8.7,78.3,0,0.72,0.29,6.23,80.7,1.01,1.01,0.87,73.6,1.01,0.14,1.16,0.72,83.3,0.14,0.87,0.87,2.32,89.3,0.14,0.14,100,0,60,1.3,0.58,67.7,0.14,0,0.87,0.58,0,1.01,0.72,0,0.14,5.22,1.59,1.16,57.9
Mickael Alphonse,GLP,DF,Ajaccio,Ligue 1,33,1989,17,854,0,0.74,0.11,14.3,0,0,0,0,50.6,63.8,18.1,82,19.5,65.4,9.58,38.5,0,0.74,0.32,3.58,50.6,2.32,10.8,0,32.3,1.47,0,1.89,1.05,61.1,0.74,0.21,2.21,2.21,62.2,1.05,0.42,40,0.63,33.3,2.42,1.89,30.4,0.11,0,1.05,0.95,0,2.32,1.05,0,0,5.37,2.42,1.79,57.5
Eder Alvarez Balanta,COL,MF,Schalke 04,Bundesliga,29,1993,1,58,0,0,0,0,0,0,0,0,41.7,64,6.67,50,20,83.3,11.7,57.1,0,0,0,3.33,41.7,0,0,0,26.7,5,0,3.33,3.33,100,0,0,1.67,3.33,50,0,0,0,0,25,0,1.67,28.3,1.67,0,1.67,0,0,0,3.33,0,0,5,0,0,0
Carlos Alvarez,ESP,FW,Sevilla,La Liga,19,2003,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0
Gaston Alvarez,URU,DF,Getafe,La Liga,22,2000,10,571,2,0.32,0.32,100,1,0,0,0,32.2,65.5,11.9,90.7,14.1,60.7,4.6,37.9,0,0.16,0.16,2.7,32.2,0.79,3.81,0,21.1,0.63,0.16,2.22,1.43,57.1,0.95,0.48,1.43,2.7,42.4,0.79,0.16,20,0.48,16.8,0.48,0.16,22.5,0.32,0.16,1.43,1.11,0,0.79,1.43,0,0,3.81,2.22,2.22,50
Julien Alvarez,ARG,FWMF,Manchester City,Premier League,23,2000,16,578,4,2.97,1.25,42.1,0.21,0,0,0,31.3,79,17.8,86,7.19,76.1,1.72,63.6,0,0.63,0.16,2.81,31.3,1.25,0.31,0,24.7,2.81,0,1.56,0.78,25,0.94,0,0,0.16,40.9,1.72,0.94,54.5,0.63,23.4,2.81,1.09,31.1,0,0,1.56,0.78,0.16,1.25,0.78,0,0,2.19,0.78,1.72,31.3
Agustin Alvarez Martinez,URU,FWMF,Sassuolo,Serie A,21,2001,16,296,1,3.33,0.91,27.3,0.09,0,0,0,19.7,80,12.7,83.3,3.94,69.2,1.52,80,0.3,0.61,0,1.52,19.7,0.61,0,0.3,15.8,1.82,0.61,0.91,0.61,0,0.61,0.3,0.91,0.91,36.1,3.03,0.91,30,1.82,17.9,0.61,0,22.7,0.3,0,2.12,0.91,0.61,0.61,0.61,0,0,4.55,2.42,2.73,47.1
Yeray Alvarez,ESP,DF,Athletic Club,La Liga,28,1995,18,1565,1,0.34,0.06,16.7,0.17,0,0,0,54.1,81.9,16.5,89.2,24.9,90.3,11.3,58.2,0.06,0.4,0.23,6.21,54.1,0.34,0.11,0,44.3,1.15,0.11,1.21,0.8,77.8,0.23,0.63,2.13,3.74,64.4,0.34,0.11,33.3,0,34.7,1.44,0.75,35.7,0.17,0.06,0.75,0.98,0.06,0.34,0.8,0,0.06,7.07,2.01,1.49,57.4
Ibrahim Amadou,FRA,DFMF,Angers,Ligue 1,29,1993,6,401,0,0.44,0,0,0,0,0,0,38.9,86.9,11.3,94.1,21.1,94.7,5.11,52.2,0,0,0,0.89,38.9,0.22,0,0,33.8,0.67,0,2,1.33,70,0.67,0.67,1.78,4,49.3,0.22,0,0,0.22,34.7,0,0.67,30.4,0.44,0,0.89,0.44,0,0.22,1.33,0,0.44,5.33,1.33,1.11,54.5
Daniel Amartey,GHA,DF,Leicester City,Premier League,28,1994,17,1365,0,0.2,0.13,66.7,0,0,0,0,62.8,91.5,26.8,94.1,29.3,94.8,5.53,69,0,0.07,0,4.08,62.8,0,0.26,0,57.5,0.92,0.07,1.12,0.39,83.3,0.13,0.79,0.53,3.82,71.8,0.33,0.13,40,0.13,43.7,1.18,0.66,52.1,0.07,0,0.46,0.2,0,0,0.39,0,0.07,5.53,1.91,1.51,55.8
Amath,SEN,MFFW,Mallorca,La Liga,26,1996,14,494,1,1.82,0.73,40,0.1,0,0,0,21.6,77.3,12,90.9,6,66.7,1.27,57.1,0,0.73,0.36,1.45,21.6,1.27,0.55,0,16.7,2.73,0.36,3.09,1.82,66.7,0.73,0,0.36,0.36,34.7,2.36,0.91,38.5,1.45,19.5,2.18,1.45,20.9,0.36,0,2.73,1.09,0.55,1.27,1.82,0.18,0,4.55,0.36,0.91,28.6
Jordan Amavi,FRA,DF,Getafe,La Liga,28,1994,4,193,0,0,0,0,0,0,0,0,45.7,53.1,18.6,71.8,17.1,50,5.24,27.3,0,0,0,2.38,45.7,2.86,12.4,0,24.3,0.95,0.48,1.43,0.95,33.3,0.95,0,1.9,3.33,56.2,0.48,0,0,0.48,19.5,1.9,1.9,20.5,0.95,0.48,0.95,0.95,0.48,2.86,0.95,0,0,7.14,3.81,1.43,72.7
Kelvin Amian,FRA,DF,Spezia,Serie A,25,1998,15,1049,0,0.77,0.09,11.1,0,0.09,0,0,39.8,74.9,17,84.4,16.6,75.8,4.44,51.9,0.09,0.43,0.26,3.08,39.8,0.6,7.01,0,29.8,0.94,0.09,2.05,1.2,90,0.09,0.43,1.11,3.5,50.2,0.77,0.34,44.4,0.26,21.3,1.62,0.77,24.6,0.26,0,1.71,0.17,0.09,0.6,1.2,0,0,3.85,1.62,1.62,50
Bruno Amione,ARG,DF,Hellas Verona,Serie A,21,2002,1,58,0,0,0,0,0,0,0,0,26.7,68.8,10,100,11.7,71.4,3.33,0,0,0,0,0,26.7,0,5,0,18.3,0,0,1.67,1.67,50,1.67,0,0,6.67,33.3,0,0,0,0,11.7,0,0,6.67,1.67,0,5,0,0,0,1.67,0,0,8.33,1.67,0,100
Bruno Amione,ARG,DF,Sampdoria,Serie A,21,2002,10,790,0,0.57,0.11,20,0,0,0,0,47.6,7.71E+01,17.8,86,22.5,82.3,5.45,50,0.11,0.34,0.11,2.5,47.6,0.34,4.2,0,36.7,0.68,0.11,2.61,1.59,62.5,0.68,4.50E-01,1.25,2.39,58,0.23,0,0,0.23,27,0.23,0.45,28.1,0.57,0,1.14,0.68,0,0.34,1.59,0,0.11,5.34,3.3,1.82,64.4
Nadiem Amiri,GER,MFFW,Leverkusen,Bundesliga,26,1996,15,636,2,1.69,0.7,41.7,0.17,0.14,0,0,44.2,83.8,20,91.5,15.1,89.7,5.77,65.9,0.14,0.85,0.14,4.65,44.2,1.27,0.14,0.7,37,3.1,0.56,1.13,0.42,50,0.85,0,0.42,1.27,53.7,2.96,1.27,42.9,1.41,29.2,2.39,2.25,36.9,0.42,0,1.27,2.25,0.28,1.27,0.42,0,0,6.34,0,0.99,0
Ethan Ampadu,WAL,DFMF,Spezia,Serie A,22,2000,16,1360,0,0.79,0.26,33.3,0,0,0,0,48.7,74.7,16.7,82.5,21.4,84.8,8.54,46.5,0.07,0.6,0.26,5.3,48.7,0.66,2.25,0,36.4,1.79,0.26,2.91,1.66,52.4,0.66,0.73,1.19,2.05,59.8,0.33,0.2,60,0.07,29.7,0.6,0.6,33,0.33,0,1.59,0.79,0.07,0.66,1.66,0,0.07,7.09,2.32,1.32,63.6
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,26,1996,18,1165,0,0.54,0.16,28.6,0,0,0,0,70.1,88.8,23,89.2,33.3,93.7,11.8,82.2,0,1.01,0.39,9.3,70.1,0.93,0.31,0,62.2,1.71,0,1.71,1.16,62.5,0.47,0.31,1.16,0.62,77.2,0.93,0.47,50,0.39,52.6,1.63,1.47,56.4,0.62,0,2.17,1.55,0,0.93,1.16,0,0,7.36,0.54,0.54,50
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,26,1996,17,1477,1,0.67,0.3,45.5,0.09,0,0,0,63.8,79.8,12.9,91,32.1,92.6,17.3,52.7,0,0.24,0,2.68,63.8,0.24,0.37,0.06,50.9,0.61,0.06,1.46,0.67,55,0.55,0.55,0.98,6.95,76.2,0.37,0.18,50,0.18,43.5,0.24,0.24,49.5,0.18,0,0.98,0.67,0,0.24,0.67,0,0,6.1,2.44,1.1,69
Elliot Anderson,SCO,FWMF,Newcastle Utd,Premier League,20,2002,10,121,0,3.08,0.77,25,0,0,0,0,54.6,76.1,25.4,81.8,20,84.6,1.54,100,0,0.77,0,6.15,54.6,2.31,0.77,0.77,41.5,6.92,0,3.85,2.31,50,1.54,0.77,1.54,0,83.8,10,1.54,15.4,5.38,53.8,11.5,3.85,56.2,0,0,1.54,5.38,0.77,2.31,2.31,0,0,9.23,3.85,1.54,71.4
Felipe Anderson,BRA,FW,Lazio,Serie A,29,1993,22,1687,6,1.18,0.64,54.5,0.27,0,0,0,39.8,76.3,22.6,84.8,11.2,78.9,2.73,56.9,0.11,1.18,0.16,3.32,39.8,1.18,0.37,0.16,30.4,3.05,0.48,2.3,1.44,44.1,1.02,0.11,0.64,0.86,52.4,2.89,1.44,50,1.34,27.8,2.67,1.93,39,0.05,0,1.18,1.07,0.21,1.18,1.44,0,0,4.01,0.43,0.8,34.8
Benjamin Andre,FRA,MF,Lille,Ligue 1,32,1990,20,1756,1,0.77,0.1,13.3,0.07,0,0,0,68,84.3,28.6,88,25.5,88.4,9.18,74.3,0.05,0.77,0,9.08,68,0.36,0.1,0,57.3,2.46,0.26,4.15,2.31,54.8,1.69,0.36,1.44,2,81.9,1.13,0.67,59.1,0.36,60.7,1.13,1.23,55.4,0.26,0,1.74,1.38,0.05,0.36,2.31,0.05,0,8.92,3.33,2.05,61.9
Komnen Andric,SRB,FW,Clermont Foot,Ligue 1,27,1995,23,1250,4,1.94,0.79,40.7,0.11,0,0.07,0.14,27.4,75.3,15,76.4,7.7,80.4,1.65,82.6,0.14,0.29,0,1.73,27.4,0.07,0,0,20.6,2.09,0.22,0.79,0.29,14.3,0.86,0.07,0.58,0.72,38,0.79,0.36,45.5,0.29,27.1,0.58,0.79,30.4,0.22,0,1.01,2.59,0.43,0.07,0.29,0.07,0,2.52,2.95,3.38,46.6
Robert Andrich,GER,MF,Leverkusen,Bundesliga,28,1994,18,1416,2,1.02,0.25,25,0.13,0.06,0,0,53.5,83.7,25.1,88.1,20.3,86.2,4.84,68.4,0.13,0.45,0.06,4.33,53.5,0.19,0.25,0,44.8,1.46,0.19,2.42,1.59,66.7,0.51,0.45,1.15,2.1,63.3,0.06,0.06,100,0,25,0.38,0.32,40.1,0.32,0,1.78,0.57,0,0.19,1.59,0,0,5.48,1.4,1.27,52.4
Angelino,ESP,DF,Hoffenheim,Bundesliga,26,1997,19,1597,0,0.62,0.17,27.3,0,0.06,0,0,54.5,66.2,18.1,85.3,21.6,69.7,11.2,44.7,0.28,1.86,1.02,3.73,54.5,6.67,10.2,1.58,36.1,3.28,0.4,1.02,0.45,61.5,0.28,0.23,0.73,1.81,62.3,0.96,0.4,41.2,0.4,28.9,0.96,0.9,35.3,0.11,0,0.51,1.02,0.28,6.67,0.45,0,0,4.97,0.4,0.85,31.8
Fabrizio Angileri,ARG,DF,Getafe,La Liga,28,1994,8,510,0,0.53,0,0,0,0,0,0,38.8,58.8,13,81.1,16.8,58.3,5.26,33.3,0,0.18,0,2.63,38.8,1.58,10.5,0,22.8,0.88,0.35,1.23,0.88,45.5,1.05,0.53,1.05,1.4,47.9,1.4,0.35,25,0.88,17.9,0.7,0.88,21.8,0.35,0.18,1.05,0.18,0,1.58,0.88,0,0.18,2.81,2.46,1.23,66.7
Jaidon Anthony,ENG,MFFW,Bournemouth,Premier League,23,1999,17,783,3,1.95,1.15,58.8,0.18,0.23,0,0,39.5,73,19.2,87.4,11.1,70.1,4.14,55.6,0,1.49,0.57,4.02,39.5,3.56,1.72,1.26,28.9,3.1,0.11,2.76,1.49,33.3,1.38,0.11,0.57,1.03,52.9,2.87,0.92,32,1.95,30.1,2.07,2.07,33.8,0.11,0,0.69,0.69,0.34,3.56,1.49,0,0,5.17,0.92,1.03,47.1
Janis Antiste,FRA,FW,Sassuolo,Serie A,20,2002,2,52,1,1.67,1.67,100,1,0,0,0,30,72.2,18.3,72.7,8.33,80,1.67,0,0,0,0,1.67,30,0,0,0,21.7,0,0,1.67,0,100,0,0,0,0,38.3,1.67,0,0,1.67,23.3,0,0,26.7,0,0,6.67,0,0,0,0,0,0,6.67,3.33,1.67,66.7
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,26,1996,20,1794,1,0.75,0.2,26.7,0.07,0,0,0,62.4,79.8,17.9,85.4,32.6,88.3,10.1,54.2,0,0.5,0.2,4.02,62.4,1.01,3.17,0,49.7,1.16,0.05,1.56,1.01,54.5,0.5,0.5,1.36,3.57,74.1,1.16,0.45,39.1,0.65,40.2,1.56,0.9,46,0.15,0,0.95,1.01,0,1.01,1.01,0,0,7.49,1.86,1.66,52.9
Marcos Antonio,BRA,MF,Lazio,Serie A,22,2000,11,311,0,0,0,0,0,0,0,0,58.9,89.3,34,93.3,17.1,86.7,4.57,75,0,0.29,0,4,58.9,0,0,0,52.6,0.57,0,1.43,1.14,55.6,1.14,0,0.86,3.14,70,0.57,0.29,50,0,40.9,0,0.57,51.4,0.29,0,1.71,3.14,0,0,1.14,0,0,6.29,0,0.29,0
Michail Antonio,JAM,FW,West Ham,Premier League,32,1990,21,1051,2,2.05,0.68,33.3,0.08,0,0,0,17.4,52.2,7.35,65.1,6.5,53.9,1.79,28.6,0.17,0.43,0.09,1.62,17.4,1.62,0.43,0,9.06,2.39,0.51,0.94,0.51,60,0.17,0.34,0.26,0.34,29,2.56,0.94,36.7,1.28,18.4,2.05,1.37,23.5,0.09,0,1.45,1.97,0.85,1.62,0.51,0,0,1.88,2.05,3.93,34.3
Antony,BRA,FW,Manchester Utd,Premier League,22,2000,12,908,3,3.27,1.39,42.4,0.09,0,0,0,40.9,77.2,25.8,86.6,9.31,70.2,2.48,48,0,0.79,0,2.77,40.9,1.78,0.3,0.1,31.6,2.97,0.1,1.39,0.3,33.3,0.99,0,0.4,0.3,52.6,3.07,0.99,32.3,1.49,37.8,4.75,3.47,40,0.3,0,0.4,1.29,0.2,1.78,0.3,0,0,4.95,0.3,0.79,27.3
Valentin Antov,BUL,DF,Monza,Serie A,22,2000,4,172,0,0,0,0,0,0,0,0,58.4,82.9,25.8,85.7,23.2,88.6,8.42,62.5,0,1.05,0,4.74,58.4,0.53,4.21,0,48.4,1.05,0.53,2.63,2.11,33.3,1.05,1.58,0,3.16,68.9,0.53,0.53,100,0,30.5,0,1.05,40,0,0,0.53,0.53,0,0.53,2.11,0,0,7.37,1.58,3.68,30
Christopher Antwi-Adjei,GHA,FWMF,Bochum,Bundesliga,29,1994,15,788,2,1.48,0.45,30.8,0.15,0,0,0,28.7,58.1,10.9,80.2,10,55.7,4.55,40,0.68,1.93,0.91,1.59,28.7,2.73,6.7,0.23,16.7,4.43,1.02,1.36,0.91,18.2,1.02,0,0.34,0.34,42.6,3.18,0.91,28.6,1.93,23.6,2.27,1.82,24.2,0,0,0.57,1.7,1.14,2.73,0.91,0,0,5.8,0.91,2.27,28.6
Anuar,MAR,MFFW,Valladolid,La Liga,28,1995,3,210,1,1.3,0.43,33.3,0.33,0,0,0,17.4,75,10,78.3,4.35,90,0,0,0,0,0,1.3,17.4,0.43,0.43,0,13,1.74,0.43,1.74,1.74,0,0,0.87,1.3,1.3,30.4,1.74,0.87,50,0,16.1,2.61,0.87,17.8,0.43,0,1.3,2.61,0.43,0.43,1.74,0,0,4.35,0.87,2.17,28.6
Houssem Aouar,FRA,MF,Lyon,Ligue 1,24,1998,9,402,1,1.33,0.67,50,0.17,0,0,0,64.7,79,31.1,88.6,21.3,77.1,7.11,65.6,0.22,0.67,0,6.44,64.7,1.11,0.22,0.67,51.1,1.78,0.44,1.78,0.67,50,0.44,0.22,1.33,0.44,79.1,3.33,0.89,26.7,2,61.6,2.67,2.67,60,0.44,0,0.89,0.89,0,1.11,0.67,0,0,4.89,1.11,0.44,71.4
Adil Aouchiche,FRA,MFFW,Lorient,Ligue 1,20,2002,6,85,0,3.33,1.11,33.3,0,0,0,0,58.9,75.5,21.1,94.7,20,72.2,15.6,57.1,0,2.22,0,11.1,58.9,7.78,0,5.56,44.4,3.33,0,0,0,0,3.33,0,1.11,0,70,3.33,0,0,2.22,52.2,5.56,1.11,51.1,0,0,2.22,2.22,0,7.78,0,0,0,3.33,0,1.11,0
Dennis Appiah,FRA,DFMF,Nantes,Ligue 1,30,1992,15,795,0,0.57,0.11,20,0,0,0,0,53.2,72.4,21.7,79.6,23.2,75.5,6.02,41.5,0,0.8,0.45,4.43,53.2,2.39,7.84,0,38.5,1.25,0.11,2.39,1.25,37,1.93,0.57,1.14,1.82,63,2.05,0.68,33.3,1.14,42.3,1.7,1.48,38.5,0.11,0,1.82,0.11,0.11,2.39,1.25,0,0.11,5.68,1.82,1.82,50
Mauro Arambarri,URU,MF,Getafe,La Liga,27,1995,7,587,0,0.92,0,0,0,0.15,0,0,41.5,83,13.4,90.8,18.3,89.1,8.92,60.3,0.15,0.62,0.31,3.69,41.5,3.85,0,1.38,34.5,2,0.46,1.38,0.62,15.4,1.69,0.62,1.08,1.54,50,0.15,0.15,100,0,24.9,0.92,0.92,27.2,0.31,0.15,1.69,1.54,0,3.85,0.62,0,0,5.69,0.92,0.77,54.5
Charles Aranguiz,CHI,MF,Leverkusen,Bundesliga,33,1989,10,493,1,0.91,0.36,40,0.2,0,0,0,56.5,79.7,28,88.3,17.5,87.5,7.09,38.5,0,0.55,0,5.82,56.5,2.18,0.18,1.27,45.1,1.82,0,3.09,1.27,60,1.45,0,1.27,0.73,66.9,1.27,0.73,57.1,0.18,31.3,0.55,0.55,44.4,0.18,0,1.27,1.82,0,2.18,1.27,0,0,6,0.36,1.27,22.2
Ronald Araujo,URU,DF,Barcelona,La Liga,23,1999,10,859,0,0.63,0,0,0,0,0,0,65.5,88.7,21.6,92.7,33.7,93.4,9.16,67.8,0.11,0.11,0,4.21,65.5,0.11,1.58,0,58.1,0.95,0.32,1.37,0.95,66.7,0.11,0.21,0.84,1.89,72.1,0.11,0.11,100,0,47.2,1.79,0.42,52.4,0.32,0,0.53,0.42,0.11,0.11,0.95,0,0,3.68,2.11,1.26,62.5
Cameron Archer,ENG,FWMF,Aston Villa,Premier League,21,2001,6,49,0,0,0,0,0,0,0,0,24,66.7,10,100,10,60,0,0,0,0,0,0,24,2,0,0,16,0,0,0,0,0,0,0,0,0,30,2,2,100,0,30,6,2,26,0,0,4,2,2,2,0,0,0,4,0,0,0
Tairyk Arconte,FRA,FWMF,Brest,Ligue 1,19,2003,2,32,0,2.5,2.5,100,0,0,0,0,2.5,100,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,15,2.5,0,0,2.5,12.5,0,0,10,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0
Alphonse Areola,FRA,GK,West Ham,Premier League,29,1993,2,107,0,0,0,0,0,0,0,0,35,69,7.5,100,8.33,100,18.3,45.5,0,0,0,0,35,0,0,0,24.2,0,0,0,0,0,0,0,0,0,35.8,0,0,0,0,21.7,0,0,22.5,0,0,0.83,0,0,0,0,0,0.83,0.83,0,0,0
Joe Aribo,NGA,MFFW,Southampton,Premier League,26,1996,19,1094,2,1.07,0.66,61.5,0.15,0,0,0,29,72.9,18.6,78.4,6.23,72.4,0.98,75,0,0.74,0,2.87,29,0.57,0.16,0,21.1,2.13,0.08,2.38,1.56,57.9,0.66,0.08,0.66,0.82,42.4,3.11,1.31,42.1,1.72,22.3,1.39,0.82,26.5,0.16,0,0.74,0.9,0,0.57,1.56,0,0,5.9,2.21,2.95,42.9
Adam Armstrong,ENG,FW,Southampton,Premier League,26,1997,20,1027,1,1.67,0.79,47.4,0.05,0,0,0,22.1,73.4,10.4,84,6.84,78.2,1.67,63.2,0.09,0.79,0.18,1.32,22.1,1.14,0.26,0,16.2,1.58,0.09,0.88,0.53,0,0.53,0.26,0.26,0.44,32.2,2.63,0.7,26.7,1.58,18.2,2.89,1.75,19.4,0,0,0.96,0.61,0.09,1.14,0.53,0,0,3.86,0.26,1.23,17.6
Stuart Armstrong,SCO,MFFW,Southampton,Premier League,30,1992,18,767,1,1.53,0.35,23.1,0.08,0,0,0,43.2,79.3,21.2,86.7,14.9,81.9,3.41,69,0,2.47,0.59,5.65,43.2,1.88,0.94,0,34.2,4.24,0,1.65,0.94,16.7,1.76,0,0.35,0.71,53.8,2.35,1.06,45,1.06,34.2,4,3.06,38.6,0.35,0,1.18,1.29,0.12,1.88,0.94,0,0,5.41,0.59,0.59,50
Marko Arnautovic,AUT,FW,Bologna,Serie A,33,1989,14,1189,8,1.59,0.76,47.6,0.24,0,0.23,0.23,27.6,70.6,14.2,77.1,7.95,78.1,1.52,55,0,0.91,0.08,2.12,27.6,0.61,0.23,0,19.5,2.58,0.23,0.61,0.38,25,0.23,0.08,0.15,0.61,36.3,1.29,0.53,41.2,0.68,20.5,0.83,0.76,28.8,0.3,0,1.36,0.98,0.76,0.61,0.38,0,0,2.05,0.53,0.76,41.2
